-1158.71,-449.657,-203.379,-103.299,-55.2493,-27.7268,-8.48736,8.487358,27.72682,55.24926,103.2992,203.3791,449.6572,1158.708
-682.717,-436.542,-260.56,-154.568,-89.971,-47.1707,-14.71,14.70997,47.17065,89.97101,154.5685,260.5599,436.5419,682.7166
-452.9,-353.234,-247.75,-164.444,-102.896,-56.2748,-17.8919,17.89186,56.27481,102.8956,164.4438,247.7501,353.234,452.9
-322.749,-275.744,-212.763,-152.561,-100.893,-57.1411,-18.4745,18.47449,57.14112,100.8929,152.5612,212.7625,275.7439,322.7494
-239.604,-214.23,-174.995,-132.146,-90.9734,-52.9223,-17.3395,17.33949,52.92232,90.97343,132.1457,174.9949,214.2296,239.6044
-181.834,-166.575,-140.842,-110.053,-77.9329,-46.2352,-15.3006,15.30062,46.23523,77.93286,110.0532,140.8418,166.5751,181.8341
-139.323,-129.395,-111.744,-89.2925,-64.4696,-38.7851,-12.9284,12.92838,38.78514,64.46958,89.29247,111.744,129.395,139.3229
-106.74,-99.9381,-87.4467,-70.9031,-51.8679,-31.5073,-10.5561,10.55614,31.50735,51.86786,70.90311,87.44667,99.93809,106.7395
-80.9577,-76.1711,-67.2015,-55.0054,-40.5914,-24.8203,-8.34496,8.344961,24.82027,40.59138,55.00545,67.20147,76.1711,80.95766
-59.9623,-56.5872,-50.1827,-41.3258,-30.672,-18.8374,-6.3484,6.348399,18.83737,30.67196,41.32582,50.18268,56.58718,59.96232
-42.3421,-40.0326,-35.6162,-29.4432,-21.9333,-13.5089,-4.55966,4.559664,13.50886,21.93327,29.44319,35.61622,40.03264,42.34212
-27.0314,-25.585,-22.8064,-18.8975,-14.1091,-8.70513,-2.94106,2.941063,8.705131,14.10908,18.89746,22.80639,25.58504,27.0314
-13.167,-12.4697,-11.1268,-9.23118,-6.90045,-4.26152,-1.44052,1.440517,4.261524,6.900446,9.231183,11.12682,12.46973,13.16704
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
