-4980.96,-1957.28,-909.918,-488.622,-292.467,-188.525,-127.163,-87.5247,-59.8217,-38.9652,-22.0302,-7.13253,7.132529,22.03016,38.96524,59.82172,87.52465,127.1627,188.5248,292.4672,488.622,909.9175,1957.283,4980.962
-2985.6,-1938.25,-1193.76,-752.103,-492.722,-334.469,-232.601,-163.114,-112.797,-74.0091,-42.0229,-13.6325,13.63249,42.02287,74.00906,112.797,163.1142,232.6012,334.4694,492.722,752.1033,1193.765,1938.254,2985.603
-2037.59,-1616.36,-1174.78,-833.304,-591.848,-424.029,-305.659,-219.534,-154.243,-102.251,-58.4198,-19.007,19.00703,58.41978,102.2511,154.243,219.5339,305.6587,424.0295,591.848,833.3045,1174.785,1616.363,2037.592
-1510.81,-1314.82,-1055.71,-814.482,-617.336,-464.142,-346.47,-255.12,-182.39,-122.333,-70.3981,-22.9829,22.98291,70.39808,122.3326,182.3901,255.1198,346.4701,464.1418,617.3362,814.4816,1055.707,1314.823,1510.811
-1180.02,-1076.41,-918.738,-751.579,-598.873,-468.732,-360.96,-272.085,-197.865,-134.291,-77.857,-25.5094,25.50943,77.857,134.2912,197.8648,272.0852,360.96,468.7315,598.8733,751.5787,918.7385,1076.41,1180.018
-952.834,-892.06,-791.258,-674.222,-557.847,-450.951,-356.553,-274.396,-202.693,-139.11,-81.2293,-26.7072,26.70725,81.22928,139.1104,202.6928,274.3961,356.5534,450.9509,557.8469,674.2216,791.2583,892.0597,952.834
-786.424,-747.737,-680.014,-596.202,-507.342,-420.672,-339.906,-266.253,-199.4,-138.228,-81.2425,-26.7975,26.79752,81.24248,138.2284,199.3999,266.2529,339.9065,420.6717,507.3417,596.2024,680.0136,747.7365,786.4239
-658.701,-632.449,-584.857,-523.233,-454.646,-384.488,-316.148,-251.309,-190.425,-133.161,-78.7147,-26.0379,26.0379,78.71475,133.1606,190.4255,251.3093,316.148,384.4878,454.6459,523.2325,584.8573,632.4489,658.7013
-557.231,-538.501,-503.734,-457.225,-403.522,-346.485,-288.888,-232.411,-177.832,-125.274,-74.418,-24.6772,24.67721,74.41799,125.2739,177.8321,232.4107,288.8884,346.4854,403.5216,457.2246,503.734,538.5006,557.231
-474.491,-460.588,-434.353,-398.41,-355.73,-309.044,-260.51,-211.613,-163.218,-115.685,-69.0061,-22.9301,22.93015,69.00606,115.6851,163.2182,211.6131,260.5095,309.0439,355.7304,398.4105,434.3534,460.5885,474.4911
-405.654,-395.009,-374.681,-346.333,-311.946,-273.45,-232.493,-190.314,-147.743,-105.242,-62.991,-20.9675,20.96747,62.99104,105.2421,147.7425,190.314,232.4926,273.4505,311.9456,346.3334,374.6807,395.0087,405.6539
-347.462,-339.112,-323.027,-300.297,-272.268,-240.32,-205.696,-169.408,-132.196,-94.5498,-56.7485,-18.9162,18.91618,56.74853,94.54981,132.1957,169.4077,205.6964,240.3197,272.268,300.2971,323.0271,339.112,347.4618
-297.62,-290.95,-278.019,-259.56,-236.509,-209.864,-180.566,-149.425,-117.083,-84.0129,-50.5371,-16.8649,16.86488,50.53708,84.01286,117.083,149.4246,180.5657,209.8641,236.5094,259.5598,278.0185,290.9503,297.6196
