0.0,0.0668940965796,0.254480265815,0.525393055477,0.823515439109,1.08236921913,1.23527315866,1.22591712945,1.01792106326,0.602046869217
0.319352539788,0.453140732947,0.701072938511,1.01987661376,1.34874683867,1.61819560274,1.76050455823,1.72040068773,1.46451373596,0.988293505584
0.670483998247,0.871166287986,1.17944452988,1.54613909071,1.90575715691,2.18580090502,2.31751487647,2.24666316468,1.94288532732,1.40631906062
1.08833562892,1.35591201523,1.72453629345,2.13912173987,2.52948764736,2.82012637952,2.94124536691,2.83964581384,2.4879770909,1.89106478787
1.61448804047,1.94895852337,2.37792883792,2.84040516992,3.26151891869,3.5627526349,3.67327663825,3.54092924389,3.14136963536,2.48411129601
2.30129890231,2.70266348179,3.19197983266,3.70234705024,4.1542086403,4.46603734056,4.56596635986,4.40287112421,3.9554206301,3.23781625442
3.21711308036,3.68537175641,4.23503414362,4.79329224679,5.27590167813,5.59832536243,5.68765939769,5.49381632076,4.99847494106,4.22052452905
4.45306366629,4.98821643893,5.59822486246,6.20437385121,6.71773112384,7.05074979219,7.12948884339,6.90489792518,6.3616656599,5.52336921156
6.13214067351,6.73418754273,7.40454200259,8.05858187693,8.60268699084,8.94630064324,9.0144447104,8.7591059509,8.16798280003,7.26934031537
8.42142983021,9.09037079601,9.82107129219,10.5230020521,11.0978550073,11.4520636438,11.5096127269,11.2235261261,10.5845120896,9.62552356864
