-4660.47,-1824.03,-838.008,-434.861,-234.576,-101.816,40.56708,309.3844,1054.837,67.59916,-257.268,-373.151,-409.118,-398.712,-330.173,-120.927,-38.9225,4.220474,37.3578,74.60477,131.6132,242.9328,510.8944,1285.369,370.5898,202.1973,440.9412,1306.249,3942.676
-2782.38,-1797.64,-1093.14,-666.86,-401.627,-213.256,-45.2999,142.1332,326.741,58.76465,-137.582,-240.283,-278.67,-269.621,-215.114,-114.614,-38.9831,18.44659,70.60594,129.448,208.9154,329.2234,515.2759,744.3661,580.7305,583.1957,841.2561,1427.316,2318.655
-1889.04,-1490.99,-1070.07,-737.808,-491.817,-304.28,-150.644,-22.2927,51.2288,-21.6997,-111.542,-171.727,-195.66,-185.987,-146.049,-83.4322,-20.8422,37.94303,97.17134,163.666,245.377,349.7697,476.6196,596.0892,624.7703,708.5989,913.5717,1243.103,1585.973
-1393.76,-1207.21,-958.334,-722.487,-523.552,-361.404,-230.703,-131.889,-77.8335,-85.2506,-115.159,-139.422,-146.255,-132.619,-99.6607,-52.2239,1.103412,56.9964,116.4704,182.6678,259.1567,347.8588,445.3436,538.6007,613.6627,712.858,861.3285,1045.552,1196.162
-1085.03,-985.749,-833.574,-670.252,-518.5,-387.083,-278.874,-196.726,-145.423,-126.31,-124.42,-124.549,-117.319,-98.5735,-67.7512,-26.9062,20.48339,72.4688,129.0459,191.3781,260.7234,337.1652,418.2952,499.3075,578.4217,667.8418,773.3325,881.6142,956.9598
-875.57,-817.189,-719.961,-606.446,-493.114,-389.553,-300.984,-230.718,-180.824,-150.148,-131.661,-117.035,-99.8991,-76.6045,-45.8643,-8.13328,35.26758,83.3495,135.8664,193.0752,255.1935,321.7833,391.3646,461.9124,532.875,606.7549,682.5454,750.6126,793.1035
-724.495,-687.476,-622.634,-542.457,-457.957,-377.031,-304.791,-244.339,-197.005,-161.798,-135.042,-112.029,-88.6384,-62.0809,-30.9682,4.969808,45.37072,89.7952,137.9951,189.8627,245.1921,303.41,363.4676,424.1023,484.4109,543.7575,599.4816,645.1872,671.7381
-610.439,-585.586,-540.641,-482.791,-419.226,-355.824,-296.809,-244.841,-201.06,-164.995,-134.68,-107.401,-80.5444,-52.1127,-20.8974,13.60998,51.45031,92.46552,136.456,183.1884,232.3022,283.197,334.9935,386.6184,436.909,484.3825,526.4361,558.9167,576.9236
-521.236,-503.789,-471.555,-428.838,-380.333,-330.23,-281.782,-237.156,-197.398,-162.444,-131.281,-102.353,-74.025,-44.9283,-14.1185,18.91715,54.355,92.16063,132.1748,174.1328,217.6313,262.0822,306.691,350.4689,392.224,430.4273,462.9638,487.1199,500.116
-449.48,-436.778,-412.952,-380.674,-343.037,-302.981,-262.931,-224.602,-188.933,-156.102,-125.646,-96.7029,-68.2749,-39.4569,-9.56534,21.82207,54.89192,89.64717,125.95,163.5366,202.0079,240.8096,279.2195,316.342,351.0909,382.1388,407.872,426.4832,436.3044
-390.425,-380.891,-362.802,-337.869,-308.158,-275.728,-242.36,-209.389,-177.631,-147.383,-118.5,-90.538,-62.9148,-35.059,-6.5081,23.04457,53.74343,85.58617,118.4412,152.0559,186.0541,219.9288,253.0354,284.5889,313.6587,339.1652,359.902,374.6365,382.314
-340.905,-333.558,-319.496,-299.842,-275.999,-249.413,-221.391,-192.963,-164.819,-137.298,-110.434,-84.034,-57.7872,-31.3563,-4.45261,23.12086,51.45106,80.51287,110.1728,140.1916,170.2239,199.8159,228.4044,255.3194,279.79,300.9613,317.9341,329.8468,336.0012
-298.731,-292.942,-281.78,-266.005,-246.581,-224.535,-200.828,-176.252,-151.383,-126.558,-101.902,-77.3772,-52.8436,-28.1264,-3.0669,22.44041,48.4271,74.84146,101.5455,128.3139,154.8341,180.7065,205.4471,228.4941,249.2204,266.9558,281.0264,290.8155,295.8427
-262.347,-257.696,-248.68,-235.817,-219.784,-201.319,-181.132,-159.836,-137.903,-115.648,-93.2405,-70.7289,-48.0838,-25.2388,-2.129,21.28058,44.97546,68.88043,92.85369,116.6843,140.0921,162.7288,184.1833,203.9897,221.6418,236.6152,248.4003,256.5461,260.7115
-230.613,-226.818,-219.425,-208.799,-195.42,-179.826,-162.546,-144.056,-124.743,-104.891,-84.6826,-64.2142,-43.5237,-22.616,-1.49087,19.83543,41.31373,62.85111,84.30453,105.4778,126.121,145.9333,164.5676,181.6396,196.7419,209.4629,219.4133,226.2572,229.7456
-202.674,-199.537,-193.403,-184.532,-173.272,-160.018,-145.17,-129.1,-112.124,-94.4916,-76.3841,-57.9218,-39.1807,-20.2106,-1.05391,18.23829,37.59292,56.90576,76.03555,94.8011,112.981,130.3159,146.5141,161.2593,174.2231,185.0812,193.5329,199.3237,202.2681
-177.872,-175.254,-170.119,-162.655,-153.118,-141.803,-129.016,-115.048,-100.16,-84.5673,-68.4405,-51.9082,-35.0667,-17.9919,-0.75243,16.57872,33.91389,51.14344,68.13083,84.71011,100.6858,115.8354,129.9136,142.6603,153.8102,163.106,170.3132,175.2365,177.7351
-155.688,-153.488,-149.163,-142.851,-134.743,-125.061,-114.043,-101.918,-88.9009,-75.177,-60.9022,-46.2038,-31.186,-15.938,-0.542583,14.91514,30.34047,45.6233,60.63423,75.22267,89.21688,102.4261,114.6446,125.658,135.2514,143.2194,149.3776,153.5741,155.7006
-135.703,-133.848,-130.193,-124.843,-117.94,-109.656,-100.175,-89.6804,-78.3484,-66.3377,-53.7877,-40.8188,-27.5355,-14.0314,-0.395052,13.28395,26.90955,40.37505,53.56012,66.32945,78.53293,90.00753,100.5808,110.0758,118.3179,125.1426,130.4035,133.9817,135.7927
-117.573,-116.008,-112.92,-108.387,-102.519,-95.4489,-87.3198,-78.2804,-68.4747,-58.0376,-47.092,-35.7482,-24.1059,-12.2571,-0.290156,11.70614,23.63874,35.40724,46.90176,58.00208,68.57786,78.49033,87.59513,95.74641,102.802,108.6295,113.1123,116.1565,117.6957
-101.007,-99.6913,-97.0909,-93.2661,-88.3016,-82.3,-75.3753,-67.6466,-59.2323,-50.246,-40.7944,-30.9761,-20.8827,-10.6009,-0.21462,10.19204,20.53204,30.71339,40.63761,50.19923,59.2861,67.78081,75.56301,82.51271,88.51425,93.46095,97.25982,99.83622,101.1379
-85.7577,-84.6592,-82.4862,-79.2849,-75.1209,-70.0741,-64.2348,-57.6984,-50.5619,-42.9199,-34.8635,-26.4789,-17.848,-9.04927,-0.159434,8.744589,17.584,26.27665,34.73606,42.87113,50.58651,57.78379,64.3634,70.22715,75.28134,79.44026,82.62977,84.79069,85.88175
-71.6067,-70.7016,-68.9097,-66.2666,-62.8228,-58.6407,-53.7912,-48.3505,-42.3968,-36.0082,-29.2608,-22.2282,-14.9812,-7.5887,-0.118433,7.361748,14.78273,22.07316,29.15886,35.96271,42.405,48.40445,53.87965,58.75114,62.94369,66.38899,69.02832,70.81502,71.71668
-58.3608,-57.6307,-56.1844,-54.049,-51.263,-47.8747,-43.9389,-39.5156,-34.6668,-29.4553,-23.9433,-18.1917,-12.2599,-6.20589,-0.0873508,6.03811,12.112,18.07439,23.86352,29.41585,34.66635,39.54934,43.99963,47.95406,51.35328,54.14371,56.2795,57.72439,58.45327
-45.8451,-45.276,-44.1482,-42.4819,-40.3057,-37.656,-34.5743,-31.1061,-27.2994,-23.2029,-18.8655,-14.3356,-9.66063,-4.88765,-0.063191,4.766039,9.552784,14.24887,18.805,23.17081,27.29521,31.12693,34.61547,37.7122,40.37167,42.55305,44.22157,45.34978,45.91873
-33.8984,-33.4801,-32.6506,-31.4245,-29.8221,-27.8693,-25.596,-23.0352,-20.2217,-17.1913,-13.9802,-10.6244,-7.15947,-3.62088,-0.0438037,3.536454,7.084229,10.5633,13.93678,17.1672,20.21674,23.04771,25.62313,27.90759,29.86814,31.47527,32.70394,33.53443,33.95314
-22.3702,-22.0951,-21.5498,-20.7433,-19.6888,-18.4031,-16.9053,-15.217,-13.3609,-11.3605,-9.23966,-7.02223,-4.732,-2.3926,-0.027597,2.339349,4.684381,6.983318,9.211621,11.34446,13.35686,15.22403,16.92175,18.4269,19.71802,20.77596,21.58448,22.13085,22.40628
-11.1169,-10.9805,-10.7101,-10.3101,-9.78693,-9.1488,-8.4052,-7.56667,-6.64444,-5.65016,-4.59568,-3.49291,-2.3537,-1.18991,-0.0133366,1.16416,2.330628,3.47397,4.581935,5.642147,6.642199,7.569792,8.412942,9.160228,9.801074,10.32605,10.72719,10.99822,11.13483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
