4485.15,1734.1713616366594,757.356362416488,306.271469852086,63.67871979287262,761.0674971211663,177.9580007229942,457.17493819357463,499.786989077339,365.5162354914163,137.49354967969495,41.629489993875616,22.872427721292155,107.20832229966112,294.4893021360794,847.8729021360793,66.94319770033887,339.4352122787078,361.6054899938756,156.82554967969494,25.682114508583716,141.65181092266096,289.8800618064254,596.6753992770059,1426.6919971211664,709.9364897928726,1220.502530147914,3590.862637583512
2657.52,1695.5800655680428,991.7482613433342,535.5185635934486,205.4866425114118,36.67719633072678,173.9063948016921,310.1995695986207,336.66026010399105,269.03350921641254,154.20227466945417,63.85703573449418,13.505598260038553,98.76660266119224,210.02045671685906,319.05865671685905,60.69343266119225,91.98721373996145,112.5113357344942,19.55057466945415,107.2460007835875,241.23263989600898,412.33903040137926,662.3381051983079,995.0816863307268,1036.7553574885883,1426.7084364065515,2187.270738656666
1790.7,1398.8956135853261,978.5350026830448,638.5668047484328,386.78538274112725,234.9656919048136,244.1431513270099,273.0555217847918,267.62179130860557,219.75506980582944,146.42649397952405,73.10124365711442,3.759370509972234,64.33226000040369,127.76741276898063,157.64821276898064,82.6452500004037,23.305379490027768,23.099196342885573,83.88830602047595,181.62003019417054,303.69380869139445,455.90567821520824,645.25644867299,854.5415080951864,1015.2936172588728,1262.304195251567,1545.3499973169553
1314.69,1130.7593630356419,884.9252852162306,653.429201890393,468.1223022655137,345.6104099485959,294.6468677734496,270.25842826450855,241.01615102148295,195.9383082279225,138.6472993915129,78.36157631569934,19.77397918227598,34.554595505686116,79.06906451025019,101.12157451025018,88.93423550568612,79.46404081772403,97.71416368430066,150.38480060848713,231.65209177207748,336.01714897851707,462.33347173549146,608.2405322265504,762.5341900514042,907.5752977344862,1061.8647981096071,1187.4657147837693
1021.71,924.5395326678896,776.9745321519739,622.1023542786828,486.66413419617203,384.7066792730616,318.5743658400927,272.3130409853078,230.24793055411803,184.33255443287254,133.862650109152,81.92360540497285,31.529501171542854,14.591258382579376,52.832856182737046,78.83500618273705,92.50625538257937,107.90259882845716,137.90879459502716,188.284649890848,258.5867455671275,346.389269445882,449.17075901469224,562.8379341599074,679.7796207269384,790.608565803828,890.1125457213171,956.0746678480261
825.094,768.708216949427,676.3299195933608,571.3424941392988,471.72512898711307,387.97771872754964,322.63177158536917,270.1703213922768,223.33084512167645,177.28118695207976,130.54848974945625,83.94013477183209,39.01139030304548,2.5072401821187302,38.83626983094002,68.87950983094002,94.35337018211874,121.73130969695453,157.7341652281679,206.25821025054375,268.0210130479203,341.78265487832357,425.1225786077232,514.1611284146308,603.1376812724504,684.9669710128869,751.9024058607013,791.4433804066391
684.138,648.8703989228214,588.2954021002513,515.210524633965,440.9171043650096,372.84821584432626,313.8025873901087,262.40752220442425,215.62382447393253,170.910731321104,127.11085140374712,84.27641088270921,43.083107391230435,4.3869725456175495,31.125606563233994,63.493566563234,94.29654745438245,126.93529260876956,165.03848911729077,210.99334859625287,265.456568678896,327.59787552606747,395.37577779557574,465.54651260989124,533.6430841556737,594.2191956349903,641.086775366035,667.0683978997488
577.802,554.3379617536903,512.7717356495702,460.2870539636906,403.8824901761824,348.6963819032117,297.32175659422575,250.03226086561787,205.84509429931416,163.62794848242865,122.70795200269441,82.9714220445469,44.65742315335237,8.097633651232545,26.55971990177064,59.67275990177064,92.40410634876746,126.67487684664763,164.49127795545309,207.22004799730558,255.21425151757134,307.7765057006859,363.2362391343821,419.00614340577425,471.66901809678825,517.1801098238176,551.1572460363093,569.3158643504298
494.349,477.9096991052818,448.16549826283847,409.28342600740945,365.63036867714055,320.7310014016513,276.75772156632917,234.55458553292013,194.09824935831114,155.04691420651955,117.12227709388645,80.24348754494022,44.47741066710105,9.905697077141763,23.53824996801036,56.233759968010354,88.97236292285824,122.86908933289895,159.0316124550598,198.18162290611355,240.40388579348047,285.05775064168887,330.7865144670799,375.57287843367084,416.84669859834867,451.67503132285947,477.04637399259053,490.29640173716155
426.815,414.7843244616692,392.6971085432541,363.05174785561877,328.6245107419712,291.84047651135654,254.4224758884023,217.33103437748878,180.94531920534823,145.33809046414126,110.48965702781439,76.40293775857812,43.103028458325014,10.58577495245144,21.265307378348872,52.75176737834887,84.38263504754856,116.797471541675,150.58466224142185,186.07114297218564,223.16200953585874,261.2641807946518,299.27936562251125,335.6521241115977,368.4699234886434,395.62698925802874,415.0567521443813,425.04099145674587
