6.25,6.25,6.25,5.46875,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
0.0,3.073141,4.224962,4.605893,5.078277,5.309593,5.438618,5.514988,5.559086,5.580013,5.581553,5.564191,5.525471,5.459127,5.352397,5.179246,4.882467,4.321675,3.105842,0.0
0.0,1.817603,2.970814,3.651584,4.147621,4.471478,4.679891,4.812246,4.891341,4.929415,4.932008,4.899739,4.828566,4.708642,4.521216,4.232119,3.778946,3.048392,1.851694,0.0
0.0,1.226457,2.189106,2.882009,3.389143,3.748808,3.997223,4.162766,4.264618,4.314297,4.317325,4.27419,4.180412,4.025658,3.791704,3.449068,2.952806,2.241252,1.252542,0.0
0.0,0.8991186,1.677144,2.298203,2.778137,3.137385,3.397428,3.576975,3.690069,3.745828,3.748807,3.699284,3.593234,3.421874,3.170875,2.819644,2.341959,1.711268,0.9172205,0.0
0.0,0.6928735,1.322149,1.855521,2.287815,2.625169,2.878127,3.057639,3.172852,3.230142,3.232789,3.180906,3.071367,2.897729,2.650278,2.316674,1.884118,1.344641,0.7050723,0.0
0.0,0.5502267,1.063055,1.513919,1.892432,2.19735,2.432273,2.602601,2.713561,2.769097,2.771303,2.720183,2.613599,2.447395,2.215835,1.912656,1.533198,1.078104,0.558428,0.0
0.0,0.4449778,0.8659275,1.244668,1.570646,1.839524,2.051016,2.206929,2.309693,2.361381,2.363141,2.314925,2.215452,2.062417,1.853011,1.584916,1.257916,0.87615,0.4505355,0.0
0.0,0.3637569,0.7110091,1.028178,1.305959,1.539084,1.725337,1.864408,1.956901,2.003594,2.004957,1.960924,1.870867,1.733808,1.548876,1.316081,1.037398,0.7180448,0.367564,0.0
0.0,0.2990408,0.5861738,0.851077,1.085928,1.285517,1.446839,1.568464,1.649911,1.691135,1.692169,1.652945,1.573286,1.453073,1.292605,1.093134,0.8575498,0.5910674,0.3016758,0.0
0.0,0.2462324,0.4835682,0.7040283,0.9011582,1.070217,1.208037,1.312697,1.383145,1.418866,1.419638,1.385402,1.316257,1.212594,1.075336,0.9063007,0.7086001,0.486999,0.2480719,0.0
0.0,0.2023207,0.3978383,0.5803099,0.7444592,0.8861568,1.002397,1.091142,1.151105,1.181547,1.182117,1.152766,1.093748,1.005708,0.8898448,0.7481326,0.5835509,0.4002565,0.2036128,0.0
0.0,0.1652121,0.3251543,0.4749139,0.610212,0.7275535,0.8242527,0.8983676,0.9485852,0.9741,0.9745167,0.9497973,0.9002618,0.8266456,0.7302024,0.612834,0.4772143,0.3268634,0.1661229,0.0
0.0,0.1333735,0.2626528,0.3839794,0.4939215,0.5895924,0.6686926,0.729491,0.7707685,0.791751,0.7920526,0.7716444,0.730856,0.6704102,0.5914852,0.4957866,0.3856091,0.2638597,0.1340154,0.0
0.0,0.1056291,0.208104,0.3044294,0.3919022,0.4682018,0.5314344,0.5801354,0.6132469,0.6300828,0.6302983,0.6138719,0.5811074,0.5326541,0.4695417,0.3932181,0.3055758,0.208951,0.1060789,0.0
0.0,0.08103881,0.1597046,0.2337321,0.3010559,0.3598785,0.4087077,0.4463694,0.4720008,0.4850351,0.4851858,0.4724376,0.4470476,0.4095571,0.3608094,0.3019681,0.2345251,0.1602896,0.08134909,0.0
0.0,0.05882154,0.1159437,0.1697383,0.218711,0.2615484,0.2971485,0.3246336,0.3433518,0.352871,0.3529722,0.3436449,0.3250884,0.2977173,0.2621708,0.2193198,0.1702669,0.1163331,0.05902794,0.0
0.0,0.03830365,0.07551032,0.1105666,0.1425012,0.1704557,0.1937043,0.2116648,0.2239017,0.2301249,0.230187,0.2240816,0.2119437,0.1940528,0.1708367,0.1428735,0.1108894,0.07574802,0.03842959,0.0
0.0,0.01888276,0.03722737,0.05451638,0.07027162,0.08406887,0.09554818,0.1044196,0.1104653,0.1135399,0.1135694,0.1105508,0.104552,0.09571361,0.08424961,0.07044813,0.05466938,0.03733994,0.01894238,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
