-4485.15,-1735.42,-759.839,-309.959,58.82953,755.1135,-184.947,-465.117,-508.589,-375.075,-147.697,-52.358,11.74464,95.81172,282.9575,836.3411,-78.3398,-350.563,-372.334,-167.029,16.12335,132.8498,281.938,589.6864,1420.738,705.0873,1216.815,3588.38
-2657.52,-1696.7,-993.975,-538.826,-209.836,31.33691,-180.175,-317.323,-344.555,-277.607,-163.354,-73.4797,3.524812,88.54471,199.6773,308.7155,50.47154,-101.968,-122.134,-28.7023,98.67251,233.3379,405.2156,656.0695,989.7414,1032.406,1423.401,2185.044
-1790.7,-1399.9,-980.532,-641.533,-390.686,-239.755,-249.765,-279.444,-274.702,-227.444,-154.634,-81.7311,-12.7104,55.165,118.4914,148.3722,73.47799,14.35435,14.46934,75.6808,173.9311,296.6136,449.5172,639.6346,849.7522,1011.393,1259.338,1543.353
-1314.69,-1131.66,-886.716,-656.089,-471.62,-349.905,-299.688,-275.987,-247.365,-202.833,-146.007,-86.1,-27.8004,26.33428,70.75123,92.80374,80.71392,71.43762,89.97574,143.0251,224.7574,329.6683,456.6049,603.1994,758.2396,904.0776,1059.205,1185.675
-1021.71,-925.347,-778.58,-624.487,-489.8,-388.557,-323.094,-277.449,-235.94,-190.514,-140.461,-88.8615,-38.7256,7.221323,45.37549,71.37764,85.13632,100.7065,130.9709,181.6863,252.4053,340.6972,444.0348,558.3183,675.9293,787.4727,887.7279,954.4692
-825.094,-769.432,-677.769,-573.48,-474.536,-391.429,-326.683,-274.774,-228.433,-182.822,-136.463,-90.159,-45.4617,-4.09889,32.15177,62.19501,87.74724,115.281,151.5153,200.3437,262.4802,336.6805,420.5189,510.1099,599.6864,682.1561,749.7649,790.0043
-684.138,-649.519,-589.585,-517.126,-443.436,-375.941,-317.433,-266.533,-220.196,-175.876,-132.411,-89.8493,-48.8634,-10.3069,25.13545,57.50341,88.37662,121.155,159.4656,205.6932,260.4913,323.0257,391.2503,461.9161,530.5503,591.7003,639.1713,665.7788
-577.802,-554.919,-513.927,-462.003,-406.139,-351.467,-300.574,-253.728,-209.941,-168.076,-127.456,-87.9638,-49.8356,-13.4009,21.19354,54.30658,87.10084,121.4967,159.4989,202.472,250.7662,303.6806,359.5405,415.7539,468.8984,514.9236,549.4413,568.1606
-494.349,-478.43,-449.2,-410.82,-367.651,-323.212,-279.67,-237.864,-197.766,-159.03,-121.374,-84.714,-49.1143,-14.6546,18.73301,51.42852,84.22346,118.2322,154.5611,193.9299,236.4208,281.39,327.4771,372.6606,414.3657,449.6544,475.5098,489.2619
-426.815,-415.25,-393.623,-364.427,-330.433,-294.061,-257.029,-220.293,-184.228,-148.903,-114.295,-80.4041,-47.2531,-14.8361,16.96456,48.45102,80.13231,112.6474,146.5835,182.2658,219.5971,257.9815,296.3174,333.0456,366.2494,393.8185,413.6815,424.1151
