-4827.92,-1898.7,-883.994,-475.741,-285.508,-184.47,-124.459,-85.1131,-56.6703,-33.6702,-12.2192,11.77746,44.96312,102.109,223.1686,532.2129,1459.289,396.1848,43.56725,-87.3763,-138.267,-153.818,-148.314,-124.008,-74.9538,16.78309,196.8887,589.6029,1570.892,4407.761
-2897.56,-1882.88,-1161.54,-733.461,-481.821,-327.915,-228.251,-159.323,-107.898,-65.7914,-26.9839,14.36587,65.96599,140.3044,258.3526,446.3939,670.4774,384.6171,168.1949,47.92854,-9.13742,-25.9586,-12.6958,29.969,110.1444,247.9319,483.9032,893.3654,1588.938,2570.36
-1981.87,-1573.74,-1145.81,-814.744,-580.399,-417.119,-301.306,-216.032,-149.807,-94.6135,-44.2908,6.703891,64.23061,134.7899,223.5434,324.5329,391.6095,303.6114,196.6667,120.033,79.74699,71.81742,93.52048,146.4358,237.6305,380.8967,597.4269,911.0179,1321.133,1714.381
-1474.31,-1284.39,-1033.23,-799.302,-607.914,-458.855,-343.822,-253.692,-180.684,-118.565,-62.2698,-7.49009,49.46269,111.0811,176.4982,236.5846,267.8164,241.5523,194.8277,155.7896,136.275,139.9608,168.5245,224.6233,313.0451,440.5976,613.8896,832.146,1070.197,1251.65
-1156.68,-1056.27,-903.426,-741.319,-593.1,-466.564,-361.436,-274.229,-200.671,-136.693,-78.7334,-23.8571,30.0291,83.57376,134.7837,177.491,201.5192,199.9536,185.3021,172.0228,169.6025,183.2263,215.9933,270.4879,349.3288,454.5591,585.388,733.4797,875.858,970.3725
-939.458,-880.57,-782.888,-669.448,-556.602,-452.864,-361.13,-281.117,-211.08,-148.801,-92.114,-39.2342,10.93712,58.4011,101.5719,137.0764,160.8157,171.4408,174.4044,177.3969,186.886,207.3486,241.7346,292.0063,359.2231,442.9221,539.6236,640.5266,729.3829,783.6093
-781.126,-743.67,-678.108,-596.984,-510.995,-427.162,-349.102,-278.028,-213.733,-155.316,-101.687,-51.9028,-5.44753,37.52165,76.02637,108.4269,133.2265,150.5895,163.478,176.2741,193.1961,217.5475,251.5902,296.5795,352.635,418.2827,489.6575,559.6203,617.5377,651.0726
-660.25,-634.875,-588.891,-529.386,-463.232,-395.686,-330.088,-268.162,-210.505,-157.045,-107.416,-61.2422,-18.3461,21.10667,56.585,87.37852,113.0737,134.2126,152.644,171.0256,192.0768,218.0551,250.4993,290.0865,336.4548,387.9162,441.1035,490.7593,530.0752,552.0707
-564.748,-546.69,-513.193,-468.437,-416.862,-362.261,-307.4,-254.028,-203.08,-154.942,-109.691,-67.3036,-27.8012,8.666088,41.82845,71.42842,97.47743,120.543,141.8599,163.1075,186.0302,212.097,242.2653,276.8123,315.1815,355.8238,396.081,432.2381,459.9331,475.0642
-487.305,-473.944,-448.755,-414.306,-373.518,-329.097,-283.225,-237.47,-192.847,-149.95,-109.102,-70.48,-34.2214,-0.469534,30.63429,59.02927,84.86452,108.6223,131.145,153.5144,176.8394,202.0373,229.6525,259.716,291.6352,324.1166,355.1586,382.1791,402.3547,413.189
-423.222,-413.025,-393.576,-366.516,-333.805,-297.383,-258.932,-219.779,-180.886,-142.911,-106.286,-71.2934,-38.1348,-6.95712,22.149,49.18983,74.32913,97.93652,120.5833,142.9656,165.7759,189.5604,214.5913,240.764,267.5265,293.8489,318.2576,338.965,354.1176,362.148
