-0.0,-1.9008600227668249,-3.7498695392848274,-5.496592389951473,-7.093382528767211,-8.496683683266378,-9.668217456087325,-10.576027459868115,-11.195351004189671,-11.509294557218885,-11.509294557218885,-11.195351004189671,-10.576027459868117,-9.668217456087328,-8.496683683266378,-7.093382528767212,-5.496592389951474,-3.7498695392848345,-1.9008600227668264
-0.0,-1.6099866602178876,-3.176057081267023,-4.655492944502086,-6.007939096175489,-7.196504330833571,-8.188767687233186,-8.957662807649273,-9.482216237556868,-9.748119526796827,-9.748119526796827,-9.482216237556868,-8.957662807649275,-8.188767687233188,-7.196504330833572,-6.00793909617549,-4.655492944502088,-3.176057081267029,-1.6099866602178892
-0.0,-1.363230102373218,-2.6892748412293477,-3.9419631728330398,-5.0871250250129085,-6.093523367655638,-6.933706277458614,-7.584755754835796,-8.028912867203656,-8.254062166367978,-8.254062166367978,-8.028912867203656,-7.584755754835797,-6.933706277458616,-6.093523367655639,-5.087125025012909,-3.941963172833041,-2.689274841229353,-1.3632301023732192
-0.0,-1.153828733661133,-2.2761840272750153,-3.3364509541937513,-4.3057081965605954,-5.157516943468836,-5.868642072802497,-6.419685944798214,-6.795617519092111,-6.9861823623179236,-6.9861823623179236,-6.795617519092111,-6.419685944798215,-5.868642072802499,-5.157516943468837,-4.305708196560596,-3.3364509541937526,-2.27618402727502,-1.1538287336611341
-0.0,-0.976044544248044,-1.9254651376872336,-2.82236406148332,-3.642276251036144,-4.3628366391662645,-4.964390216846235,-5.430528170610087,-5.748535472210099,-5.909737711441788,-5.909737711441788,-5.748535472210099,-5.430528170610088,-4.964390216846236,-4.362836639166265,-3.642276251036145,-2.822364061483321,-1.9254651376872371,-0.9760445442480449
-0.0,-0.8250058972703376,-1.6275077842930052,-2.385615501556313,-3.0786498467726435,-3.6877066496101993,-4.196172428180161,-4.590177561514501,-4.8589746166705865,-4.995231510685383,-4.995231510685383,-4.8589746166705865,-4.590177561514502,-4.196172428180162,-3.6877066496102,-3.0786498467726444,-2.385615501556314,-1.6275077842930084,-0.8250058972703382
-0.0,-0.6965740363916024,-1.3741473489034326,-2.014237503871968,-2.599384510460169,-3.1136270836927107,-3.54293802670215,-3.875606856093293,-4.102559233403265,-4.2176044893997435,-4.2176044893997435,-4.102559233403265,-3.8756068560932935,-3.542938026702151,-3.113627083692711,-2.5993845104601694,-2.014237503871969,-1.3741473489034353,-0.696574036391603
-0.0,-0.5872296757294178,-1.158441256698453,-1.6980535800157297,-2.1913474281654954,-2.6248670308913136,-2.9867871035320843,-3.2672354099613834,-3.4585620514539923,-3.555548135981323,-3.555548135981323,-3.4585620514539923,-3.267235409961384,-2.9867871035320848,-2.6248670308913136,-2.191347428165496,-1.6980535800157304,-1.1584412566984552,-0.5872296757294183
-0.0,-0.49397656449236754,-0.9744787360061811,-1.428399667878221,-1.8433575803705744,-2.208033503344996,-2.5124800282619244,-2.748392647554485,-2.909336279946677,-2.9909208026955794,-2.9909208026955794,-2.909336279946677,-2.748392647554485,-2.512480028261925,-2.208033503344996,-1.8433575803705748,-1.4283996678782214,-0.974478736006183,-0.49397656449236793
-0.0,-0.4142593838084595,-0.8172188515202413,-1.1978867192931029,-1.5458793600212706,-1.8517044416147905,-2.1070198530742794,-2.3048612555327272,-2.4398320512651126,-2.5082505888064612,-2.5082505888064612,-2.4398320512651126,-2.3048612555327277,-2.10701985307428,-1.8517044416147908,-1.5458793600212708,-1.1978867192931033,-0.8172188515202429,-0.41425938380845984
-0.0,-0.34589372595637063,-0.6823523727462996,-1.00019822556759,-1.2907612781175768,-1.5461157277640438,-1.759296170780005,-1.9244876003999245,-2.0371840250456894,-2.094311380030616,-2.094311380030616,-2.0371840250456894,-1.9244876003999247,-1.7592961707800054,-1.546115727764044,-1.290761278117577,-1.0001982255675903,-0.6823523727463008,-0.3458937259563709
-0.0,-0.2870062372925803,-0.566183692601241,-0.8299171327064725,-1.0710125968639717,-1.2828936293004907,-1.4597806677837901,-1.5968486950141405,-1.690358852518378,-1.7377604269625744,-1.7377604269625744,-1.690358852518378,-1.5968486950141407,-1.4597806677837903,-1.282893629300491,-1.0710125968639719,-0.8299171327064728,-0.5661836926012421,-0.28700623729258057
