-0.0,-1.2930485517890158,-2.56983626779504,-3.814306801679807,-5.010810214421096,-6.144299781376231,-7.200521213574789,-8.166191913672922,-9.029168012321705,-9.778597084370235,-10.405054624408622,-10.900662565391759,-11.25918834990335,-11.476123308181661,-11.548739357257746,-11.476123308181661,-11.25918834990335,-10.900662565391759,-10.405054624408624,-9.778597084370238,-9.02916801232171,-8.166191913672924,-7.200521213574791,-6.144299781376233,-5.010810214421097,-3.8143068016798085,-2.569836267795046,-1.2930485517890224
-0.0,-1.155267740640717,-2.2960073191409207,-3.40787327342845,-4.476883244008488,-5.489593810246954,-6.433269549185048,-7.296043190872202,-8.067064856171273,-8.736638500283936,-9.296343846139797,-9.739142274266113,-10.05946533751156,-10.253284787500059,-10.31816323219134,-10.253284787500059,-10.05946533751156,-9.739142274266113,-9.296343846139798,-8.73663850028394,-8.067064856171276,-7.2960431908722025,-6.433269549185049,-5.489593810246957,-4.476883244008489,-3.4078732734284514,-2.2960073191409265,-1.155267740640723
-0.0,-1.0320456056090774,-2.0511126389208125,-3.0443857407148447,-3.999373925425637,-4.904067662533398,-5.747089903378468,-6.5178391541493195,-7.206622795818379,-7.80477897445008,-8.30478552903983,-8.700354587053104,-8.986511638070867,-9.159658091144388,-9.217616529164351,-9.159658091144388,-8.986511638070867,-8.700354587053106,-8.304785529039831,-7.804778974450084,-7.206622795818383,-6.517839154149321,-5.747089903378469,-4.9040676625334,-3.9993739254256377,-3.0443857407148456,-2.0511126389208174,-1.0320456056090828
-0.0,-0.92182930219648,-1.8320660660600196,-2.719263536153363,-3.572264689526124,-4.380342541751841,-5.133335044981089,-5.821772881589329,-6.436998546340276,-6.971275219537445,-7.417884062020831,-7.7712087084677215,-8.02680589644531,-8.181461343013838,-8.233230166199524,-8.181461343013838,-8.02680589644531,-7.771208708467722,-7.417884062020832,-6.971275219537447,-6.436998546340281,-5.82177288158933,-5.13333504498109,-4.380342541751843,-3.5722646895261247,-2.7192635361533637,-1.8320660660600243,-0.9218293021964846
-0.0,-0.8232298853058603,-1.636107177154894,-2.428409471959709,-3.190173108658636,-3.9118184675346273,-4.584270439491429,-5.199072550815961,-5.748493308241824,-6.225623426963039,-6.624462718899342,-6.93999554854269,-7.168253907483902,-7.306367314420709,-7.3525989131256155,-7.306367314420709,-7.168253907483902,-6.939995548542691,-6.624462718899343,-6.2256234269630415,-5.7484933082418275,-5.199072550815962,-4.58427043949143,-3.911818467534629,-3.190173108658637,-2.42840947195971,-1.636107177154898,-0.8232298853058645
-0.0,-0.735004805764153,-1.4607664996360998,-2.1681582072186574,-2.848284067350747,-3.4925911027229897,-4.092976778529932,-4.641890896546418,-5.132430543250999,-5.558426897968635,-5.914522809369908,-6.1962401647572865,-6.400036204930556,-6.523348076439324,-6.56462506095215,-6.523348076439324,-6.400036204930556,-6.196240164757287,-5.914522809369908,-5.558426897968638,-5.132430543251003,-4.6418908965464185,-4.092976778529933,-3.492591102722991,-2.8482840673507477,-2.1681582072186583,-1.4607664996361034,-0.7350048057641566
-0.0,-0.6560422517261646,-1.3038343914922919,-1.9352300572830685,-2.5422890822568776,-3.1173773469508212,-3.6532627827623916,-4.143206319408285,-4.581046632643317,-4.961277626487693,-5.279117675578655,-5.530569756883794,-5.712471714584802,-5.822536026021614,-5.85937856861711,-5.822536026021614,-5.712471714584802,-5.530569756883795,-5.279117675578655,-4.9612776264876945,-4.58104663264332,-4.143206319408285,-3.653262782762392,-3.117377346950822,-2.542289082256878,-1.9352300572830692,-1.3038343914922952,-0.6560422517261679
-0.0,-0.5853471376293522,-1.1633331953766952,-1.726689663210534,-2.268332006680822,-2.7814487590502117,-3.259587179440385,-3.6967343997925606,-4.087393040172085,-4.426650341510764,-4.710239946402591,-4.934595551023531,-5.096895753471321,-5.195099534531408,-5.227971924677803,-5.195099534531408,-5.096895753471321,-4.9345955510235315,-4.7102399464025915,-4.426650341510766,-4.0873930401720875,-3.696734399792561,-3.2595871794403855,-2.7814487590502126,-2.2683320066808226,-1.7266896632105346,-1.163333195376698,-0.5853471376293552
-0.0,-0.5220285641324126,-1.037492316182832,-1.539909000390189,-2.0229604354416257,-2.480571969268399,-2.906988871320242,-3.2968487016410015,-3.6452487466624524,-3.947807673672036,-4.200720628613826,-4.400807084335918,-4.545550837564739,-4.633131651621155,-4.662448146952834,-4.633131651621155,-4.545550837564739,-4.400807084335919,-4.200720628613827,-3.9478076736720373,-3.6452487466624546,-3.296848701641002,-2.9069888713202423,-2.4805719692684,-2.022960435441626,-1.5399090003901894,-1.0374923161828347,-0.5220285641324153
-0.0,-0.4652885910079143,-0.9247259080171752,-1.3725342601946509,-1.8030821976872518,-2.210955330371275,-2.5910244169497174,-2.9385098681376323,-3.2490418527705773,-3.51871525096694,-3.7441387632762493,-3.9224775582374485,-4.05148892202932,-4.129550461898046,-4.155680508687415,-4.129550461898046,-4.05148892202932,-3.922477558237449,-3.7441387632762497,-3.5187152509669413,-3.2490418527705796,-2.9385098681376327,-2.591024416949718,-2.210955330371276,-1.8030821976872522,-1.3725342601946513,-0.9247259080171776,-0.4652885910079167
