-1840.75,-705.134,-308.545,-143.772,-58.722,1.364242e-12,58.72195,143.7717,308.5446,705.134,1840.746
-1067.1,-671.246,-385.273,-207.82,-91.1161,0.0,91.11608,207.8203,385.2728,671.2457,1067.103
-689.319,-527.472,-353.481,-211.121,-97.9221,4.547474e-13,97.92208,211.1206,353.4805,527.4725,689.3187
-473.38,-395.845,-290.056,-185.26,-89.4516,-4.54747e-13,89.45162,185.2596,290.0562,395.845,473.3803
-334.977,-292.471,-225.64,-150.41,-74.6248,1.162334e-13,74.62482,150.4099,225.6397,292.471,334.9772
-239.08,-213.422,-169.622,-116.115,-58.6378,3.694822e-13,58.63778,116.1153,169.6219,213.4221,239.0803
-168.842,-152.515,-123.31,-85.7918,-43.811,-1.7053e-13,43.81098,85.79183,123.3102,152.5153,168.8415
-114.929,-104.487,-85.312,-59.9308,-30.8143,-1.7053e-13,30.8143,59.93079,85.31198,104.4872,114.9291
-71.4585,-65.1924,-53.5197,-37.805,-19.5154,-5.68434e-14,19.51544,37.80505,53.51972,65.19236,71.45855
-34.2542,-31.304,-25.7695,-18.2542,-9.44242,0.0,9.442421,18.25424,25.76949,31.30401,34.25419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
