-4330.15,-1671.17,-714.324,-227.109,326.2349,-408.243,-516.723,-207.983,-81.2876,10.03764,156.4815,556.3039,-255.547,-406.252,-121.448,-7.95212,77.41815,223.7379,629.232,-169.827,-297.285,28.41945,216.4643,448.6396,917.8158,2135.194,3689.322
-2569.27,-1640.23,-959.012,-520.349,-247.208,-348.735,-356.915,-233.921,-127.205,-35.0434,59.58433,136.7816,-78.4921,-154.261,-71.5866,12.22093,93.88677,188.3016,275.5169,82.49642,46.016,194.4988,388.798,660.2784,1087.429,1746.14,2370.271
-1737.42,-1361.45,-961.148,-648.066,-445.982,-382.573,-328.284,-243.579,-158.569,-82.5904,-19.8823,9.73014,-40.9415,-60.7141,-22.8586,34.53565,97.60644,160.0646,202.0376,178.2795,204.3541,314.7619,483.9505,716.2465,1025.484,1391.664,1675.352
-1281.55,-1107.02,-876.062,-664.783,-506.083,-407.292,-330.067,-253.542,-180.901,-116.867,-66.2535,-37.0372,-34.2899,-24.7953,6.330611,51.17386,101.9387,152.3128,194.2895,224.2298,278.3588,376.2444,515.9955,695.2734,906.5952,1119.679,1264.121
-1000.21,-909.005,-771.299,-628.921,-506.275,-410.445,-331.15,-259.621,-194.628,-137.722,-91.2275,-57.3355,-34.3855,-10.5079,21.80252,61.89046,106.6617,152.9585,198.5778,245.9913,308.607,395.8614,508.5137,642.2563,785.9447,916.3367,997.3324
-810.08,-757.49,-671.209,-573.325,-479.652,-397.063,-324.465,-259.166,-200.268,-148.165,-103.599,-66.6919,-35.4086,-4.65337,29.49692,67.92378,109.8591,154.2817,201.072,252.5507,314.2165,390.0805,479.9416,579.2934,678.5907,762.3905,811.5392
-672.537,-639.668,-582.72,-513.52,-441.944,-373.691,-310.482,-252.309,-199.112,-151.07,-108.313,-70.4241,-35.9037,-2.19387,32.91477,70.44863,110.5692,153.2372,198.8777,248.9229,305.6276,370.3027,441.8788,516.3849,586.7341,643.0954,674.8949
-567.863,-545.925,-506.483,-456.091,-400.914,-345.275,-291.461,-240.477,-192.801,-148.692,-108.159,-70.7875,-35.5883,-1.13317,33.90739,70.38677,108.7319,149.2201,192.2788,238.6357,289.0685,343.6237,400.8861,457.6334,508.8654,548.3621,570.0499
-485.128,-469.684,-441.196,-403.448,-360.345,-315.033,-269.612,-225.337,-182.922,-142.736,-104.844,-68.9783,-34.5288,-0.657922,33.46118,68.45919,104.7514,142.6326,182.3818,224.2725,268.3869,314.2375,360.4084,404.3973,442.732,471.4379,486.8927
-417.837,-406.488,-385.169,-356.16,-321.986,-284.899,-246.618,-208.335,-170.814,-134.487,-99.504,-65.7525,-32.8907,-0.430893,32.13608,65.23737,99.18216,134.1769,170.3433,207.6856,245.9691,284.5309,322.1129,356.8153,386.2273,407.7646,419.1904
