9.0625,9.0625,9.0625,9.0625,9.0625,9.0625,5.947266,6.796875,7.646484,8.496094,9.0625,9.0625,9.0625,9.0625,9.0625,9.0625,6.230469,7.080078,7.929687,8.779297,9.0625,9.0625,9.0625,9.0625,9.0625,5.664063,6.513672,7.363281,8.212891
0.0,4.485147,6.22057,6.980409,7.290368,7.231539,6.476425,6.661372,7.126489,7.635078,8.010153,8.15785,8.210208,8.198463,8.102651,7.819694,6.983353,7.061693,7.412255,7.784589,7.951618,7.935494,7.802645,7.520707,6.93102,5.510282,4.805195,3.58838,0.0
0.0,2.657519,4.354223,5.348199,5.887025,6.096861,6.065524,6.245699,6.563021,6.907577,7.185184,7.348538,7.422018,7.418493,7.329949,7.130271,6.821556,6.771084,6.873052,6.995185,7.023888,6.925215,6.691877,6.286662,5.630592,4.640851,3.608445,2.185044,0.0
0.0,1.790705,3.190606,4.171137,4.812671,5.203357,5.443112,5.692877,5.972321,6.247024,6.474468,6.629102,6.710833,6.723543,6.668378,6.549887,6.401515,6.328037,6.313682,6.299213,6.223532,6.049601,5.752988,5.30347,4.663836,3.814084,2.80269,1.543353,0.0
0.0,1.314694,2.446358,3.333075,3.989164,4.460784,4.810689,5.110377,5.386363,5.633729,5.836561,5.982568,6.068668,6.096469,6.070135,5.999383,5.90658,5.825866,5.754428,5.664452,5.521427,5.29667,4.967002,4.510397,3.907197,3.148958,2.24488,1.185675,0.0
0.0,1.021712,1.947059,2.725639,3.350126,3.839926,4.228483,4.551577,4.829026,5.064967,5.255481,5.395942,5.484804,5.523529,5.516308,5.470932,5.399555,5.314418,5.213712,5.082741,4.901055,4.648649,4.307952,3.863917,3.305599,2.62967,1.842197,0.9544692,0.0
0.0,0.8250941,1.594526,2.272296,2.845775,3.320312,3.711741,4.038423,4.313198,4.541631,4.724452,4.860916,4.951075,4.996536,5.000635,4.968483,4.906288,4.818541,4.70326,4.551745,4.351401,4.088921,3.75224,3.331722,2.821612,2.221925,1.539769,0.7900043,0.0
0.0,0.6841384,1.333657,1.923242,2.440368,2.883804,3.259745,3.577178,3.84371,4.063906,4.239782,4.372194,4.462043,4.510906,4.521213,4.496078,4.438574,4.350198,4.229043,4.069577,3.863884,3.603393,3.280367,2.889117,2.427201,1.89665,1.30495,0.6657788,0.0
0.0,0.5778022,1.132722,1.646649,2.108652,2.514791,2.866257,3.166832,3.42056,3.630501,3.798577,3.926033,4.013997,4.063833,4.077234,4.05604,4.001733,3.914633,3.793136,3.633637,3.431165,3.180399,2.876718,2.517178,2.101424,1.632526,1.117602,0.5681606,0.0
0.0,0.4943488,0.9727784,1.421978,1.832799,2.20045,2.523662,2.803332,3.041196,3.238962,3.397992,3.519366,3.60408,3.653194,3.667848,3.649115,3.597687,3.513463,3.395231,3.24067,3.04674,2.810319,2.528929,2.201452,1.828792,1.414426,0.9647716,0.4892619,0.0
