-3734.45,-1466.66,-681.078,-365.013,-217.762,-139.62,-93.3497,-63.2888,-42.067,-25.8256,-12.3071,1.818989e-12,12.30711,25.82561,42.06705,63.28883,93.34971,139.6201,217.7618,365.0127,681.0783,1466.662,3734.45
-2236.69,-1451.12,-892.638,-561.211,-366.415,-247.369,-170.49,-117.739,-79.1537,-48.9283,-23.4028,0.0,23.40284,48.9283,79.15373,117.7386,170.4899,247.3689,366.4145,561.2106,892.6384,1451.12,2236.688
-1524.49,-1208.49,-877.145,-620.777,-439.317,-312.951,-223.503,-158.022,-107.881,-67.331,-32.3759,0.0,32.37593,67.33102,107.881,158.0218,223.5025,312.9509,439.3168,620.7768,877.1447,1208.492,1524.493
-1128.3,-981.21,-786.672,-605.435,-457.125,-341.616,-252.547,-182.965,-127.018,-80.1388,-38.7699,9.094947e-13,38.76986,80.13883,127.0175,182.9651,252.5474,341.6156,457.1248,605.4353,786.6715,981.2102,1128.3
-879.195,-801.378,-682.896,-557.168,-442.131,-343.839,-262.106,-194.274,-137.085,-87.4369,-42.5647,2.728484e-12,42.56468,87.4369,137.0853,194.2735,262.1065,343.8392,442.1315,557.1681,682.8959,801.3778,879.1953
-707.909,-662.21,-586.366,-498.21,-410.394,-329.503,-257.766,-194.937,-139.613,-89.9588,-44.0519,-1.36424e-12,44.05195,89.95882,139.6131,194.9373,257.7658,329.5034,410.3938,498.2096,586.3662,662.2096,707.9086
-582.321,-553.186,-502.15,-438.911,-371.731,-306.015,-244.516,-188.097,-136.471,-88.7334,-43.6843,-4.54747e-13,43.68429,88.7334,136.4708,188.0968,244.5159,306.0148,371.7305,438.9106,502.1496,553.186,582.3209
-485.868,-466.064,-430.135,-383.552,-331.603,-278.309,-226.186,-176.463,-129.44,-84.8196,-41.9518,0.0,41.95183,84.81963,129.4401,176.4631,226.1863,278.3092,331.6031,383.5525,430.1355,466.064,485.8681
-409.22,-395.066,-368.776,-333.561,-292.82,-249.433,-205.457,-162.129,-120.007,-79.1531,-39.3034,4.547474e-13,39.3034,79.15313,120.007,162.1293,205.4571,249.4327,292.8201,333.5608,368.776,395.0662,409.2195
-346.724,-336.205,-316.341,-289.095,-256.684,-221.144,-184.08,-146.59,-109.305,-72.4825,-36.1086,4.547474e-13,36.10864,72.48253,109.3053,146.59,184.0802,221.1442,256.6838,289.0947,316.3414,336.2052,346.7243
-294.748,-286.689,-271.29,-249.793,-223.676,-194.38,-163.129,-130.845,-98.1415,-65.3631,-32.6486,0.0,32.64863,65.3631,98.14155,130.8452,163.1293,194.3803,223.6761,249.793,271.2895,286.6889,294.7482
-250.831,-244.513,-232.335,-215.112,-193.847,-169.572,-143.212,-115.52,-87.0526,-58.1797,-29.1228,-4.54747e-13,29.12277,58.17969,87.0526,115.5201,143.2115,169.5715,193.8473,215.1115,232.3349,244.5128,250.8314
-213.233,-208.196,-198.426,-184.471,-167.03,-146.847,-124.625,-100.971,-76.369,-51.1803,-25.6628,0.0,25.66275,51.18028,76.36901,100.9712,124.6252,146.847,167.03,184.4709,198.4256,208.1961,213.2332
-180.672,-176.613,-168.701,-157.316,-142.955,-126.161,-107.471,-87.3704,-66.272,-44.5097,-22.348,-4.54747e-13,22.34796,44.50969,66.27198,87.37043,107.471,126.1611,142.955,157.3165,168.7007,176.6126,180.6721
-152.171,-148.881,-142.448,-133.139,-121.312,-107.371,-91.7272,-74.7676,-56.8388,-38.2385,-19.2194,-2.27374e-13,19.21941,38.23852,56.83879,74.76759,91.7272,107.3715,121.3125,133.1393,142.448,148.8815,152.1706
-126.958,-124.295,-119.071,-111.48,-101.784,-90.285,-77.2988,-63.1339,-48.0771,-32.3862,-16.2912,4.547474e-13,16.29115,32.38619,48.07709,63.13394,77.29878,90.28504,101.7842,111.4801,119.0707,124.2947,126.9583
-104.409,-102.268,-98.0601,-91.9262,-84.0591,-74.6857,-64.0489,-52.3923,-39.9494,-26.938,-13.559,1.136868e-13,13.55901,26.93799,39.94942,52.39231,64.04893,74.68574,84.0591,91.92615,98.06011,102.2682,104.4095
-84.002,-82.3085,-78.9754,-74.1053,-67.8403,-60.3499,-51.8189,-42.4369,-32.3903,-21.8573,-11.0069,2.273737e-13,11.0069,21.85733,32.39032,42.43694,51.8189,60.34989,67.84033,74.10533,78.97537,82.30849,84.00202
-65.2881,-63.9884,-61.4276,-57.6795,-52.847,-47.0546,-40.4398,-33.1462,-25.3176,-17.0941,-8.61125,5.684342e-14,8.611255,17.09411,25.31757,33.14624,40.43982,47.05459,52.84701,57.67945,61.42756,63.98838,65.28808
-47.8738,-46.9294,-45.067,-42.3379,-38.8137,-34.5816,-29.7396,-24.3906,-18.6396,-12.5903,-6.34401,5.684342e-14,6.344014,12.59027,18.63963,24.39063,29.73956,34.58164,38.81366,42.33791,45.06704,46.92938,47.87384
-31.4041,-30.7882,-29.5733,-27.7915,-25.4881,-22.7187,-19.5462,-16.0371,-12.26,-8.28334,-4.17453,-1.13687e-13,4.174531,8.283341,12.26003,16.0371,19.54616,22.71875,25.48809,27.79149,29.57333,30.78825,31.40406
-15.5501,-15.2462,-14.6465,-13.7666,-12.6285,-11.2591,-9.68921,-7.95159,-6.08004,-4.10854,-2.07077,1.421085e-14,2.070767,4.108536,6.080037,7.951587,9.689211,11.2591,12.62845,13.76662,14.64654,15.24622,15.55009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
