-2475.55,-963.129,-438.215,-225.536,-124.363,-67.7871,-30.2441,-1.81899e-12,30.24409,67.78707,124.3629,225.5362,438.2151,963.1293,2475.55
-1463.52,-938.752,-564.195,-339.567,-204.128,-116.541,-53.1893,9.094947e-13,53.1893,116.5413,204.1283,339.5667,564.1951,938.7519,1463.521
-976.262,-764.162,-540.246,-364.407,-236.042,-141.061,-65.9718,4.547474e-13,65.97183,141.0605,236.0421,364.4075,540.2465,764.1617,976.262
-701.103,-601.386,-468.222,-341.775,-234.572,-145.687,-69.6375,-2.27374e-12,69.63747,145.6869,234.5722,341.7746,468.2217,601.3864,701.103
-525.661,-472.059,-389.479,-299.897,-214.785,-137.478,-66.8911,0.0,66.8911,137.4776,214.785,299.8969,389.4794,472.0592,525.6607
-403.82,-371.71,-317.74,-253.549,-187.193,-122.547,-60.4493,4.547474e-13,60.44931,122.5474,187.1933,253.5486,317.7398,371.7104,403.8198
-314.088,-293.223,-256.221,-209.364,-157.892,-105.07,-52.3587,4.547474e-13,52.35868,105.0695,157.8923,209.3644,256.2208,293.2227,314.0882
-245.222,-230.871,-204.556,-169.796,-129.942,-87.4797,-43.9159,-4.54747e-13,43.91591,87.47966,129.9418,169.796,204.5563,230.8714,245.2223
-190.707,-180.484,-161.337,-135.322,-104.599,-70.9914,-35.8253,1.136868e-13,35.82528,70.99137,104.5994,135.3216,161.3368,180.4843,190.7072
-146.415,-139.022,-124.985,-105.554,-82.1426,-56.0612,-28.3938,3.410605e-13,28.39384,56.0612,82.14259,105.5544,124.9851,139.0218,146.4149
-109.516,-104.203,-94.0274,-79.7681,-62.3554,-42.717,-21.6889,1.136868e-13,21.68889,42.71698,62.35544,79.7681,94.02741,104.2029,109.5158
-77.9296,-74.2466,-67.1535,-57.1352,-44.7941,-30.7624,-15.6447,-3.68178e-14,15.64475,30.76239,44.79408,57.13518,67.15353,74.24658,77.92965
-50.0265,-47.7002,-43.205,-36.825,-28.9233,-19.8938,-10.1277,0.0,10.12771,19.89376,28.92331,36.82502,43.20496,47.70021,50.02654
-24.4498,-23.3228,-21.1411,-18.0366,-14.1804,-9.76162,-4.97233,2.842171e-14,4.972332,9.76162,14.18039,18.03662,21.14109,23.32277,24.44977
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
