4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625
0.0,2.000117,2.770573,3.112725,3.278867,3.357394,3.380762,3.357394,3.278867,3.112725,2.770573,2.000117,0.0
0.0,1.167395,1.906949,2.338962,2.582849,2.707447,2.74576,2.707447,2.582849,2.338962,1.906949,1.167395,0.0
0.0,0.7625132,1.350867,1.753324,2.006119,2.143784,2.187384,2.143784,2.006119,1.753324,1.350867,0.7625132,0.0
0.0,0.5317911,0.9806822,1.317346,1.544521,1.674187,1.716208,1.674187,1.544521,1.317346,0.9806822,0.5317911,0.0
0.0,0.3839691,0.722724,0.9908593,1.18043,1.292234,1.329076,1.292234,1.18043,0.9908593,0.722724,0.3839691,0.0
0.0,0.2813614,0.5353855,0.7429366,0.8941059,0.9852452,1.015625,0.9852452,0.8941059,0.7429366,0.5353855,0.2813614,0.0
0.0,0.2060908,0.3945201,0.5513958,0.6678116,0.7390155,0.7629339,0.7390155,0.6678116,0.5513958,0.3945201,0.2060908,0.0
0.0,0.1484818,0.2852082,0.4003149,0.4867293,0.5400713,0.5580797,0.5400713,0.4867293,0.4003149,0.2852082,0.1484818,0.0
0.0,0.1026283,0.197516,0.2779264,0.3387193,0.3764605,0.3892425,0.3764605,0.3387193,0.2779264,0.197516,0.1026283,0.0
0.0,0.06451558,0.1243009,0.1751553,0.2137609,0.2378092,0.245969,0.2378092,0.2137609,0.1751553,0.1243009,0.06451558,0.0
0.0,0.03113308,0.06001675,0.08463302,0.10336,0.1150461,0.1190153,0.1150461,0.10336,0.08463302,0.06001675,0.03113308,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
