-2948.42,-1152.82,-530.357,-279.251,-161.356,-97.584,-58.2038,-30.3847,-7.49845,15.13206,43.10147,88.05252,184.2787,82.35543,264.4949,560.1316,1102.93,2925.399
-1754.93,-1132.52,-689.352,-425.291,-268.588,-170.776,-104.846,-55.8365,-14.7412,24.92522,69.22129,124.8299,195.613,251.7419,415.4924,687.5547,1111.736,1735.767
-1183.84,-932.987,-669.237,-463.973,-316.928,-212.088,-134.569,-73.3737,-20.555,30.0887,84.02855,146.4329,221.6016,313.5068,458.1782,662.8587,920.6927,1170.165
-863.612,-746.348,-590.636,-444.437,-323.062,-226.079,-147.967,-82.5346,-24.1939,31.95605,90.3713,155.2715,230.8537,322.5054,440.855,585.0093,738.0113,854.0355
-660.646,-598.155,-502.523,-400.076,-304.805,-221.198,-148.687,-84.6035,-25.6419,31.55805,90.22908,153.4282,224.0361,304.8062,397.7272,498.3121,592.3076,653.9302
-520.171,-483.103,-421.226,-348.54,-274.884,-205.22,-140.978,-81.5507,-25.3284,29.68899,85.55873,144.1763,207.0562,274.9563,346.9353,418.2045,478.9768,515.4475
-416.763,-392.861,-350.736,-297.974,-240.972,-183.819,-128.457,-75.2925,-23.81,26.9676,78.14053,130.6621,185.056,241.0275,296.8532,348.5936,389.9476,413.4356
-337.258,-320.841,-290.884,-251.647,-207.211,-160.628,-113.736,-67.3528,-21.5866,23.85085,69.37371,115.2755,161.4781,207.2446,250.8564,289.3692,318.7844,334.9116
-274.169,-262.36,-240.313,-210.518,-175.598,-137.746,-98.5078,-58.7956,-19.0344,20.64865,60.22793,99.58825,138.3362,175.6163,209.9588,239.2423,260.9092,272.5149
-222.89,-214.119,-197.488,-174.516,-146.916,-116.25,-83.7531,-50.2875,-16.404,17.55022,51.3011,84.51332,116.6623,146.9256,174.12,196.7322,213.0954,221.7237
-180.382,-173.737,-161.004,-143.144,-121.299,-96.5858,-69.9668,-42.1974,-13.8444,14.65516,42.91293,70.50161,96.87417,121.3037,142.8633,160.471,173.0163,179.561
-144.519,-139.443,-129.646,-115.756,-98.5489,-78.8276,-57.331,-34.6909,-11.4314,12.00193,35.19384,57.70603,79.0291,98.55158,115.5587,129.2724,138.9377,143.943
-113.731,-109.871,-102.383,-91.6851,-78.3135,-62.8448,-45.8385,-27.804,-9.19219,9.590127,28.15446,46.09956,62.98463,78.31489,91.54739,102.1222,109.519,113.3303
-86.8028,-83.927,-78.3283,-70.2883,-60.1753,-48.3994,-35.3745,-21.4942,-7.12352,7.396305,21.73433,35.55314,48.49494,60.17598,70.1938,78.14988,83.6861,86.52874
-62.7508,-60.7057,-56.7153,-50.9644,-43.6999,-35.203,-25.7657,-15.6748,-5.20402,5.384283,15.83341,25.88371,35.26603,43.70029,50.90196,56.59743,60.54674,62.56986
-40.7438,-39.43,-36.8626,-33.1543,-28.457,-22.947,-16.8108,-10.2351,-3.40208,3.511435,10.33131,16.88228,22.98518,28.45717,33.11634,36.79113,39.33359,40.63409
-20.0505,-19.4078,-18.1509,-16.333,-14.0268,-11.3172,-8.29518,-5.05273,-1.68064,1.732225,5.09811,8.328907,11.33524,14.02688,16.31509,18.11715,19.36239,19.99883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
