-2633.43,-1026.65,-469.29,-243.927,-137.388,-78.7654,-41.2151,-12.8648,12.86477,41.21512,78.76537,137.3883,243.9266,469.2905,1026.653,2633.433
-1561.15,-1003.89,-606.583,-369.028,-226.861,-136.458,-73.2303,-23.1087,23.10875,73.23034,136.4581,226.8613,369.0275,606.5827,1003.887,1561.146
-1046.12,-821.168,-584.125,-398.74,-264.571,-166.975,-92.1394,-29.4486,29.44863,92.13942,166.9753,264.5711,398.7396,584.1254,821.1679,1046.117
-756.038,-650.542,-510.011,-377.235,-265.708,-174.733,-98.9034,-31.995,31.995,98.90341,174.7325,265.7084,377.2346,510.0112,650.5417,756.0384
-571.456,-514.949,-428.143,-334.479,-246.295,-167.343,-96.7467,-31.6229,31.62294,96.74672,167.343,246.2952,334.4791,428.1431,514.9494,571.4561
-443.38,-409.657,-353.133,-286.243,-217.65,-151.598,-89.1175,-29.373,29.37297,89.1175,151.5976,217.6504,286.2434,353.1326,409.6569,443.3804
-349.028,-327.165,-288.487,-239.712,-186.465,-132.28,-78.7527,-26.1244,26.12442,78.75269,132.2796,186.4653,239.7118,288.4868,327.1651,349.0282
-276.539,-261.489,-233.938,-197.651,-156.22,-112.303,-67.4893,-22.4964,22.49642,67.48926,112.3027,156.2195,197.6515,233.9378,261.4886,276.5392
-219.101,-208.312,-188.124,-160.737,-128.458,-93.2226,-56.4052,-18.8684,18.86842,56.40517,93.22264,128.4585,160.7368,188.1243,208.3123,219.1007
-172.451,-164.536,-149.51,-128.713,-103.655,-75.7242,-46.0404,-15.4405,15.44052,46.04036,75.72416,103.6549,128.7132,149.5102,164.5358,172.4505
-133.715,-127.87,-116.668,-100.951,-81.7237,-59.9788,-36.5916,-12.2938,12.29382,36.59158,59.97877,81.72374,100.9507,116.6675,127.87,133.7152
-100.825,-96.5615,-88.3391,-76.6984,-62.3106,-45.8756,-28.0534,-9.43698,9.436979,28.05339,45.8756,62.31059,76.69845,88.33913,96.56152,100.825
-72.1984,-69.2119,-63.429,-55.1934,-44.9446,-33.1597,-20.3094,-6.83769,6.837689,20.3094,33.15966,44.94458,55.19337,63.42904,69.21193,72.19835
-46.5581,-44.6588,-40.9717,-35.7014,-29.1147,-21.509,-13.1869,-4.44207,4.442067,13.18685,21.50904,29.11472,35.70139,40.97174,44.6588,46.55811
-22.8172,-21.8934,-20.0977,-17.5257,-14.3039,-10.5749,-6.4869,-2.18579,2.185793,6.486898,10.57495,14.30385,17.52574,20.09773,21.89343,22.81718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
