-0.0,-2.989033692583349,-5.774369678628872,-8.166191913672922,-10.001501665070379,-11.155225606256272,-11.548739357257746,-11.155225606256273,-10.00150166507038,-8.166191913672924,-5.774369678628877,-2.989033692583352
-0.0,-2.2975941692887853,-4.438611092894431,-6.27714400567097,-7.687899927931976,-8.574738174959755,-8.877222185788863,-8.574738174959757,-7.687899927931979,-6.277144005670971,-4.438611092894434,-2.297594169288788
-0.0,-1.7645307534427244,-3.4088116520632714,-4.820787669923314,-5.904234974806388,-6.585318423366039,-6.817623304126544,-6.585318423366041,-5.90423497480639,-4.820787669923315,-3.408811652063274,-1.7645307534427264
-0.0,-1.3530987013678963,-2.613985962338901,-3.6967343997925606,-4.527556497042803,-5.049833101160457,-5.227971924677803,-5.049833101160458,-4.527556497042804,-3.696734399792561,-2.6139859623389032,-1.353098701367898
-0.0,-1.0349374750031664,-1.999345671399911,-2.8275017643656954,-3.462968284757555,-3.8624392393688622,-3.9986913427998223,-3.862439239368863,-3.462968284757556,-2.827501764365696,-1.9993456713999125,-1.0349374750031675
-0.0,-0.7881158137080672,-1.5225228371348922,-2.1531724452989276,-2.6370869096015483,-2.9412882590069946,-3.045045674269785,-2.9412882590069955,-2.6370869096015492,-2.153172445298928,-1.5225228371348936,-0.7881158137080679
-0.0,-0.5956199843906532,-1.1506494511536471,-1.627264059358646,-1.9929833110993602,-2.2228840437492994,-2.3012989023072947,-2.2228840437493,-1.9929833110993607,-1.6272640593586463,-1.150649451153648,-0.5956199843906538
-0.0,-0.44418100310464326,-0.8580918048915195,-1.2135250682387946,-1.4862586036305918,-1.657706071343438,-1.7161836097830392,-1.6577060713434384,-1.4862586036305923,-1.2135250682387948,-0.8580918048915201,-0.44418100310464376
-0.0,-0.32335998699916807,-0.6246835252619876,-0.8834359136165388,-1.0819836044049989,-1.206795900615707,-1.2493670505239753,-1.2067959006157072,-1.081983604404999,-0.883435913616539,-0.6246835252619881,-0.3233599869991684
-0.0,-0.22482858876009756,-0.4343354807430047,-0.6142431274865955,-0.7522911201767379,-0.8390717162466931,-0.8686709614860095,-0.8390717162466933,-0.7522911201767382,-0.6142431274865956,-0.43433548074300504,-0.2248285887600978
-0.0,-0.14179491296780128,-0.2739267369440199,-0.38739090648284014,-0.4744550259385972,-0.5291858194506415,-0.54785347388804,-0.5291858194506416,-0.4744550259385973,-0.38739090648284025,-0.27392673694402014,-0.14179491296780145
-0.0,-0.0685353420509499,-0.1324001138011354,-0.1872420365973069,-0.22932372403146786,-0.2557773786482568,-0.26480022760227084,-0.25577737864825684,-0.22932372403146792,-0.18724203659730693,-0.1324001138011355,-0.06853534205094997
