-3938.98,-1390.99,-207.84,-694.342,-412.207,-22.2438,516.5569,-423.9,-459.075,-140.558,37.02877,318.9974,-332.465,-48.4022,140.6471,512.5181,-301.65,-191.219,30.80486,185.3275,444.8517,152.5002,651.9369,1550.797,4021.912
-2300.96,-1417.15,-777.276,-633.883,-424.43,-193.325,-26.6908,-229.645,-256.219,-140.184,-30.3247,47.98806,-77.0162,-1.79152,98.47274,179.8253,-4.46246,13.78295,129.1107,265.6534,425.9539,528.8374,904.4508,1529.338,2389.938
-1546.74,-1199.36,-850.234,-639.486,-458.303,-299.937,-200.35,-211.771,-195.972,-133.634,-66.1317,-19.7043,-21.7966,19.7796,75.21007,112.7728,90.19207,121.7023,206.2015,322.2215,464.4732,632.4446,907.6907,1272.167,1618.565
-1139.91,-983.321,-784.814,-615.524,-469.359,-347.768,-263.001,-221.116,-182.263,-132.249,-80.8637,-38.8771,-10.2454,27.49641,69.81516,105.8637,130.7557,176.6327,251.7714,352.5581,477.2726,628.7771,821.7007,1033.073,1193.59
-889.657,-809.201,-690.177,-568.437,-455.84,-358.778,-282.77,-227.428,-179.714,-132.237,-86.1967,-44.6949,-7.80426,30.63625,70.69048,110.1111,150.3344,202.3013,271.6933,358.9669,463.2822,583.6904,717.262,844.835,929.1321
-719.863,-673.651,-598.257,-512.208,-426.785,-348.732,-281.874,-226.112,-176.93,-130.787,-86.9915,-45.9017,-6.91298,32.16237,72.19944,113.5557,158.1694,210.5449,273.7335,348.3341,433.1988,525.4404,618.8218,699.8727,748.9713
-596.28,-567.282,-516.991,-455.353,-390.361,-327.491,-269.883,-218.216,-171.106,-126.989,-85.0811,-45.0072,-6.10836,32.72676,72.38918,113.7431,158.2425,207.9756,264.3615,327.4373,395.7384,466.0507,532.7119,586.8629,617.909
-501.696,-482.208,-447.07,-401.854,-351.813,-300.989,-251.952,-205.761,-162.291,-120.98,-81.3371,-42.9376,-5.24003,32.46386,70.88739,110.785,153.0817,198.7535,248.2997,301.315,356.267,410.312,459.1123,496.9579,517.8927
-426.599,-412.784,-387.226,-353.181,-314.047,-272.7,-231.173,-190.588,-151.315,-113.305,-76.3494,-40.1662,-4.37801,31.48131,67.9115,105.4279,144.5459,185.6571,228.7688,273.2561,317.7026,359.8179,396.4676,423.9636,438.8114
-365.318,-355.104,-335.87,-309.595,-278.495,-244.592,-209.453,-174.102,-139.076,-104.574,-70.5899,-36.9998,-3.5871,29.92787,63.84938,98.46929,134.0167,170.5603,207.8621,245.2379,281.4694,314.7895,342.9765,363.6176,374.5778
-314.25,-306.443,-291.556,-270.833,-245.747,-217.72,-187.944,-157.29,-126.316,-95.3235,-64.4367,-33.6559,-2.89848,27.9679,59.08886,90.58312,122.4914,154.7054,186.8814,218.3641,248.1477,274.894,297.0314,312.9524,321.3044
-270.988,-264.864,-253.076,-236.436,-215.939,-192.597,-167.312,-140.799,-113.573,-85.9682,-58.1776,-30.2886,-2.31882,25.75334,53.95505,82.28289,110.6604,138.8885,166.5939,193.1895,217.8632,239.6074,257.3027,269.8563,276.3829
-233.85,-228.949,-219.449,-205.894,-188.975,-169.419,-147.908,-125.02,-101.208,-76.7991,-52.0167,-27.0022,-1.84149,23.40922,48.6951,73.93298,98.97888,123.5944,147.4161,169.9369,190.5081,208.3698,222.7155,232.7872,237.9881
-201.614,-197.633,-189.876,-178.718,-164.648,-148.196,-129.881,-110.167,-89.4398,-68.0036,-46.0879,-23.8621,-1.45412,21.02993,43.48315,65.77504,87.72777,109.0939,129.5391,148.634,165.8625,180.6483,192.4025,200.5887,204.7943
-173.358,-170.092,-163.703,-154.456,-142.702,-128.835,-113.253,-96.3265,-78.3805,-59.6875,-40.4691,-20.9044,-1.14276,18.68145,38.43254,57.95625,77.06321,95.51456,113.0123,129.1976,143.6597,155.9582,165.6575,172.3708,175.8061
