4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375,4.375
0.0,2.158967,2.994095,3.368892,3.5558,3.651224,3.692287,3.692287,3.651224,3.5558,3.368892,2.994095,2.158967,0.0
0.0,1.266773,2.073519,2.550674,2.828082,2.981811,3.050635,3.050635,2.981811,2.828082,2.550674,2.073519,1.266773,0.0
0.0,0.8346044,1.482536,1.932204,2.224043,2.397302,2.477808,2.477808,2.397302,2.224043,1.932204,1.482536,0.8346044,0.0
0.0,0.5891084,1.089818,1.471561,1.738583,1.905548,1.985487,1.985487,1.905548,1.738583,1.471561,1.089818,0.5891084,0.0
0.0,0.432011,0.816067,1.125638,1.353181,1.500819,1.573106,1.573106,1.500819,1.353181,1.125638,0.816067,0.432011,0.0
0.0,0.3228687,0.6168005,0.8617451,1.047684,1.17144,1.233011,1.233011,1.17144,1.047684,0.8617451,0.6168005,0.3228687,0.0
0.0,0.2426632,0.4665211,0.6568577,0.8043692,0.9042447,0.9544887,0.9544887,0.9042447,0.8043692,0.6568577,0.4665211,0.2426632,0.0
0.0,0.1812631,0.3497629,0.4947954,0.6086908,0.6866815,0.72621,0.72621,0.6866815,0.6086908,0.4947954,0.3497629,0.1812631,0.0
0.0,0.1326261,0.2564722,0.3638702,0.4489169,0.5075804,0.5374598,0.5374598,0.5075804,0.4489169,0.3638702,0.2564722,0.1326261,0.0
0.0,0.09276909,0.1796296,0.2552964,0.3155262,0.3572636,0.3785889,0.3785889,0.3572636,0.3155262,0.2552964,0.1796296,0.09276909,0.0
0.0,0.0588207,0.1139805,0.1621598,0.2006277,0.2273591,0.2410432,0.2410432,0.2273591,0.2006277,0.1621598,0.1139805,0.0588207,0.0
0.0,0.02853318,0.05531204,0.07873445,0.09746596,0.1105017,0.1171816,0.1171816,0.1105017,0.09746596,0.07873445,0.05531204,0.02853318,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
