-2000.12,-770.456,-342.153,-166.142,-78.5269,-23.368,23.36802,78.52691,166.1416,342.1525,770.4559,2000.117
-1167.39,-739.554,-432.013,-243.887,-124.598,-38.3132,38.31319,124.598,243.887,432.0126,739.5543,1167.395
-762.513,-588.354,-402.457,-252.796,-137.665,-43.5999,43.59993,137.665,252.7957,402.4566,588.3538,762.5132
-531.791,-448.891,-336.664,-227.174,-129.666,-42.0215,42.02146,129.6663,227.1743,336.6643,448.891,531.7911
-383.969,-338.755,-268.135,-189.571,-111.804,-36.8411,36.84112,111.8044,189.5708,268.1353,338.7549,383.9691
-281.361,-254.024,-207.551,-151.169,-91.1393,-30.3798,30.37977,91.13932,151.1693,207.5511,254.0242,281.3614
-206.091,-188.429,-156.876,-116.416,-71.2039,-23.9184,23.91843,71.20389,116.4158,156.8757,188.4293,206.0908
-148.482,-136.726,-115.107,-86.4144,-53.342,-18.0085,18.00847,53.34199,86.41436,115.1067,136.7264,148.4818
-102.628,-94.8876,-80.4104,-60.7929,-37.7413,-12.7819,12.78192,37.74126,60.79292,80.41041,94.88761,102.6283
-64.5156,-59.7853,-50.8544,-38.6056,-24.0482,-8.15987,8.159866,24.04822,38.60564,50.85441,59.78532,64.51558
-31.1331,-28.8837,-24.6163,-18.727,-11.6861,-3.96919,3.969194,11.6861,18.727,24.61627,28.88367,31.13308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
