-1680.68,-638.912,-273.522,-118.873,-33.957,33.95705,118.873,273.522,638.9124,1680.68
-965.627,-601.448,-336.303,-168.013,-50.9122,50.91223,168.0129,336.3027,601.4479,965.6268
-614.753,-464.95,-302.228,-165.964,-52.5912,52.59118,165.9638,302.2279,464.9496,614.7527
-413.682,-341.37,-241.695,-141.023,-46.0798,46.07983,141.0233,241.6954,341.3699,413.6818
-284.923,-245.153,-182.161,-110.354,-36.7847,36.78469,110.3541,182.1606,245.1529,284.9227
-195.933,-172.158,-131.44,-81.4477,-27.4896,27.48955,81.4477,131.44,172.1585,195.9334
-130.719,-116.107,-89.9933,-56.5072,-19.2154,19.21536,56.50717,89.9933,116.1075,130.719
-80.1162,-71.5592,-55.9185,-35.3723,-12.0801,12.08008,35.37233,55.91851,71.55921,80.11617
-38.0703,-34.0947,-26.7492,-16.9836,-5.81273,5.812729,16.98356,26.74918,34.09467,38.07028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
