3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125
0.0,1.519659,2.091053,2.32736,2.417068,2.417068,2.32736,2.091053,1.519659,0.0
0.0,0.8625809,1.392194,1.676319,1.798845,1.798845,1.676319,1.392194,0.8625809,0.0
0.0,0.5384704,0.9388246,1.186878,1.303146,1.303146,1.186878,0.9388246,0.5384704,0.0
0.0,0.3524761,0.6377557,0.8292205,0.9237167,0.9237167,0.8292205,0.6377557,0.3524761,0.0
0.0,0.2336782,0.4305018,0.568532,0.6387833,0.6387833,0.568532,0.4305018,0.2336782,0.0
0.0,0.151735,0.2820411,0.3756223,0.4241012,0.4241012,0.3756223,0.2820411,0.151735,0.0
0.0,0.09122048,0.1703055,0.227815,0.2578979,0.2578979,0.227815,0.1703055,0.09122048,0.0
0.0,0.04284146,0.08014536,0.1074345,0.1217775,0.1217775,0.1074345,0.08014536,0.04284146,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
