-0.0,-1.7212502852836704,-3.4040506834745803,-5.010810214421096,-6.505636525292069,-7.855137666428769,-9.029168012321705,-10.001501665070379,-10.750418297605375,-11.25918834990335,-11.516446739713166,-11.516446739713166,-11.25918834990335,-10.750418297605377,-10.00150166507038,-9.02916801232171,-7.855137666428773,-6.505636525292072,-5.010810214421097,-3.404050683474585,-1.7212502852836737
-0.0,-1.4811199600203306,-2.929154147610866,-4.3117558718253,-5.5980400948252536,-6.759273352589606,-7.769515613020095,-8.606199733393789,-9.250635573040427,-9.688427500200474,-9.909795966650554,-9.909795966650554,-9.688427500200474,-9.250635573040427,-8.606199733393792,-7.7695156130201,-6.759273352589609,-5.598040094825255,-4.311755871825301,-2.9291541476108702,-1.4811199600203333
-0.0,-1.2741990478783634,-2.5199345945776686,-3.7093789665006778,-4.815961941876288,-5.814964285607931,-6.684069936138322,-7.403864509388467,-7.958268984016685,-8.3348988801856,-8.525340908376966,-8.525340908376966,-8.3348988801856,-7.958268984016686,-7.403864509388469,-6.684069936138325,-5.814964285607934,-4.81596194187629,-3.7093789665006787,-2.519934594577672,-1.2741990478783658
-0.0,-1.0958480042967187,-2.167216575011765,-3.190173108658636,-4.141866446660446,-5.001037332472136,-5.748493308241824,-6.367537442604635,-6.844341312538543,-7.168253907483902,-7.332039555319081,-7.332039555319081,-7.168253907483902,-6.8443413125385435,-6.367537442604637,-5.7484933082418275,-5.001037332472138,-4.141866446660447,-3.190173108658637,-2.1672165750117682,-1.0958480042967207
-0.0,-0.9420678733185482,-1.8630915070674596,-2.7424967552145243,-3.5606391576895637,-4.299242765160911,-4.941808393543375,-5.473982188506631,-5.8838762668619236,-6.162334272228371,-6.3031359129040885,-6.3031359129040885,-6.162334272228371,-5.883876266861924,-5.473982188506633,-4.941808393543377,-4.299242765160913,-3.5606391576895655,-2.742496755214525,-1.8630915070674623,-0.94206787331855
-0.0,-0.809410623699008,-1.6007403515753733,-2.3563121851413507,-3.059247898179946,-3.6938450684281774,-4.2459278437429555,-4.7031636072130745,-5.055338467441964,-5.294585420003552,-5.415560083321297,-5.415560083321297,-5.294585420003552,-5.055338467441964,-4.703163607213075,-4.245927843742958,-3.693845068428179,-3.059247898179947,-2.3563121851413515,-1.6007403515753758,-0.8094106236990094
-0.0,-0.6949018377507555,-1.3742807167368796,-2.0229604354416257,-2.626450560860097,-3.171270120827859,-3.6452487466624524,-4.037798539088836,-4.340150584413208,-4.545550837564739,-4.649410996301723,-4.649410996301723,-4.545550837564739,-4.340150584413209,-4.037798539088837,-3.6452487466624546,-3.1712701208278604,-2.626450560860098,-2.022960435441626,-1.3742807167368816,-0.6949018377507568
-0.0,-0.5959740194699354,-1.1786349641623342,-1.7349671513909963,-2.2525430394044985,-2.719800838133029,-3.1263027804732615,-3.462968284757555,-3.722276799943197,-3.8984358022953636,-3.987510190795495,-3.987510190795495,-3.8984358022953636,-3.7222767999431974,-3.462968284757556,-3.1263027804732633,-2.7198008381330303,-2.2525430394044994,-1.7349671513909968,-1.178634964162336,-0.5959740194699366
-0.0,-0.5104090265890983,-1.0094163589497234,-1.4858749978617338,-1.9291416446560348,-2.329314454919327,-2.677454229335991,-2.965784100629219,-3.1878632559250892,-3.338730813869051,-3.415016642517769,-3.415016642517769,-3.338730813869051,-3.1878632559250897,-2.96578410062922,-2.6774542293359924,-2.329314454919328,-1.9291416446560354,-1.485874997861734,-1.009416358949725,-0.5104090265890993
-0.0,-0.43628833577859594,-0.8628307110806707,-1.2700988740820338,-1.648995127011615,-1.9910555536861785,-2.288639089411654,-2.5350982097419252,-2.72492742519025,-2.8538862647668495,-2.919094001093649,-2.919094001093649,-2.8538862647668495,-2.7249274251902507,-2.535098209741926,-2.2886390894116553,-1.9910555536861796,-1.6489951270116157,-1.2700988740820343,-0.862830711080672,-0.43628833577859677
-0.0,-0.37195002585148174,-0.7355913027543572,-1.082800685481738,-1.4058220901697274,-1.6974397524143998,-1.9511394155248893,-2.161253848253382,-2.323089441376371,-2.4330310551687573,-2.4886227756514656,-2.4886227756514656,-2.4330310551687573,-2.3230894413763714,-2.1612538482533825,-1.9511394155248905,-1.6974397524144005,-1.405822090169728,-1.0828006854817382,-0.7355913027543584,-0.3719500258514824
-0.0,-0.3159515144568494,-0.624845194174894,-0.9197808647806734,-1.194170150759379,-1.4418836488768927,-1.6573878489195026,-1.8358687431682281,-1.973339363376352,-2.066728843051787,-2.1139510155400525,-2.1139510155400525,-2.066728843051787,-1.9733393633763523,-1.8358687431682288,-1.6573878489195035,-1.4418836488768934,-1.1941701507593794,-0.9197808647806737,-0.6248451941748949,-0.31595151445684994
-0.0,-0.2670372127502535,-0.5281092554333772,-0.7773842100243943,-1.009293685952204,-1.2186572087434524,-1.4007979432617896,-1.5516471664765805,-1.6678351560120432,-1.7467664641768297,-1.7866778959765983,-1.7866778959765983,-1.7467664641768297,-1.6678351560120435,-1.551647166476581,-1.4007979432617905,-1.218657208743453,-1.0092936859522044,-0.7773842100243945,-0.5281092554333779,-0.267037212750254
-0.0,-0.22411037279988252,-0.44321449020265885,-0.6524179282842062,-0.8470474279360575,-1.0227552877515573,-1.1756164844909256,-1.3022163516145289,-1.3997268572908081,-1.4659697779542165,-1.4994653562202638,-1.4994653562202638,-1.4659697779542165,-1.3997268572908084,-1.302216351614529,-1.1756164844909263,-1.022755287751558,-0.8470474279360578,-0.6524179282842063,-0.4432144902026595,-0.22411037279988294
-0.0,-0.1862084964959363,-0.36825740288043124,-0.5420800474116175,-0.7037935194439419,-0.8497854072356709,-0.9767944932578694,-1.0819836044049989,-1.1630029897538057,-1.2180428101161023,-1.2458735668555596,-1.2458735668555596,-1.2180428101161023,-1.163002989753806,-1.081983604404999,-0.9767944932578699,-0.8497854072356712,-0.7037935194439422,-0.5420800474116177,-0.3682574028804318,-0.18620849649593663
-0.0,-0.15248175458607263,-0.30155731874320696,-0.44389659070808707,-0.5763199463535837,-0.6958692667375851,-0.7998740175920173,-0.8860109046454699,-0.95235577217809,-0.9974265854807921,-1.020216537061671,-1.020216537061671,-0.9974265854807921,-0.9523557721780901,-0.8860109046454702,-0.7998740175920177,-0.6958692667375854,-0.576319946353584,-0.4438965907080872,-0.3015573187432074,-0.1524817545860729
