1.875,1.875,1.875,1.875,1.875,1.875
0.0,0.8522727,1.115057,1.115057,0.8522727,0.0
0.0,0.4190341,0.6178977,0.6178977,0.4190341,0.0
0.0,0.2059659,0.3196023,0.3196023,0.2059659,0.0
0.0,0.08522727,0.1349432,0.1349432,0.08522727,0.0
0.0,0.0,0.0,0.0,0.0,0.0
