-3350.47,-1199.44,-630.36,-126.844,-302.417,101.018,-397.738,-158.612,-70.2196,-26.174,7.610934,52.30381,149.9895,16.97518,240.9968,-85.3211,123.8163,301.8314,606.7331,1332.706,3413.619
-1976.98,-1246.62,-765.465,-433.975,-324.466,-184.835,-244.298,-166.489,-96.0926,-42.0873,4.3139,51.61484,100.9914,106.602,172.9581,153.2774,278.755,476.7763,792.3949,1310.472,2033.151
-1333.83,-1044.61,-750.904,-519.124,-376.639,-271.595,-228.128,-166.953,-105.575,-50.3963,0.1170892,48.85026,95.75928,135.4831,190.9563,246.7176,361.1501,534.1237,775.598,1083.637,1375.362
-979.914,-847.073,-674.418,-514.979,-391.37,-296.777,-229.666,-167.621,-108.858,-54.0403,-2.29946,47.90984,97.71233,148.615,208.6663,281.4866,385.004,522.9705,692.2367,873.1137,1009.299
-758.837,-689.352,-584.715,-475.003,-377.086,-294.476,-226.138,-165.007,-108.194,-54.6077,-3.18448,47.37624,98.56517,152.5983,213.6073,285.5586,374.4089,480.5174,597.2647,707.2821,779.4222
-607.246,-566.782,-500.089,-423.231,-347.496,-277.902,-215.405,-158.076,-104.305,-53.0115,-3.20703,46.21443,96.57379,149.6058,207.606,272.7315,346.5557,427.4255,509.0227,579.3278,621.685
-496.119,-470.44,-425.627,-370.336,-311.766,-254.23,-199.503,-147.586,-97.9382,-49.9264,-2.84659,44.11474,91.9098,141.6449,194.4795,251.2056,311.6569,373.6062,432.0728,479.3215,506.3049
-410.67,-393.233,-361.643,-320.719,-275.002,-227.749,-180.791,-134.826,-89.9358,-45.9092,-2.3677,41.1813,85.30575,130.5846,177.4614,225.9546,275.2602,323.2695,366.3407,399.5804,417.9083
-342.658,-330.179,-306.995,-275.896,-239.772,-200.975,-161.087,-120.99,-81.07,-41.4069,-1.89634,37.67243,77.54725,117.9265,158.8269,199.8911,240.1597,277.8711,310.44,334.7513,347.8396
-287.125,-277.83,-260.26,-236.098,-207.217,-175.29,-141.593,-106.978,-71.9471,-36.7521,-1.48316,33.85751,69.28436,104.7471,140.0287,174.6232,207.6165,237.6149,262.7972,281.145,290.8592
-240.887,-233.758,-220.116,-201.019,-177.708,-151.375,-123.017,-93.3817,-62.9881,-32.1712,-1.14174,29.95641,60.98558,91.74886,121.9174,150.9567,178.068,202.175,221.9887,236.1723,243.593
-201.779,-196.198,-185.426,-170.153,-151.221,-129.486,-105.717,-80.5441,-54.4522,-27.803,-0.868979,26.12429,52.9527,79.34532,104.9355,129.2181,151.5239,171.0285,186.8101,197.9625,203.7476
-168.251,-163.828,-155.239,-142.947,-127.537,-109.631,-89.8215,-68.6251,-46.4738,-23.7196,-0.655463,22.45701,45.35563,67.74418,89.26123,109.4563,127.7811,143.605,156.2608,165.1201,169.6873
-139.146,-135.625,-128.756,-118.858,-106.347,-91.681,-75.3124,-57.6612,-39.0982,-19.9461,-0.490302,19.00359,38.26861,57.01456,74.90896,91.56465,106.539,119.3496,129.5079,136.5699,140.194
-113.563,-110.768,-105.3,-97.3828,-87.3142,-75.4326,-62.0859,-47.609,-32.3116,-16.4763,-0.363252,15.77906,31.70064,47.13649,61.7954,75.35432,87.46084,97.74655,105.8515,111.4574,114.325
-90.774,-88.5859,-84.2944,-78.0586,-70.0937,-60.6494,-49.9898,-38.3772,-26.063,-13.2842,-0.265462,12.77524,25.61843,38.03533,49.78185,60.59638,70.20346,78.32427,84.69389,89.08344,91.32342
-70.1733,-68.5067,-65.2327,-60.4635,-54.3526,-47.0817,-38.8466,-29.847,-20.2791,-10.3322,-0.18959,9.968951,19.96248,29.60457,38.70029,47.04588,54.43233,60.65317,65.51641,68.85902,70.56185
-51.2393,-50.0349,-47.6664,-44.21,-39.7717,-34.478,-28.4678,-21.8851,-14.874,-7.57594,-0.129642,7.327669,14.65798,21.72019,28.36885,34.45454,39.82681,44.33969,47.85954,50.27437,51.50311
-33.5096,-32.7273,-31.1877,-28.9385,-26.0461,-22.5908,-18.6615,-14.3517,-9.75586,-4.9679,-0.0807116,4.813392,9.621561,14.24938,18.60037,22.57661,26.08069,29.01924,31.30769,32.87582,33.67311
-16.5622,-16.1771,-15.4187,-14.3102,-12.8835,-11.1775,-9.23585,-7.10435,-4.82983,-2.45911,-0.0386922,2.385049,4.765498,7.05538,9.206648,11.17084,12.9001,14.34888,15.47616,16.2481,16.6404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
